"date","bedrooms","bathrooms","sqft_living","floors","view","grade","sqft_above","sqft_basement","lat","long","sqft_living15","price"
2014-09-09,3,1.75,2500,1,0,8,1300,1200,47.7222,-122.32,1580,425000
2014-10-17,4,1.75,1275,1,0,6,1275,0,47.3796,-122.49,1660,309600
2014-07-18,4,2.5,2580,2,0,8,2580,0,47.5374,-121.875,2380,552250
2014-07-23,4,1,1000,1,0,6,1000,0,47.4897,-122.24,1020,165000
2014-12-29,4,1,1000,1,0,6,1000,0,47.4897,-122.24,1020,239900
2014-12-05,2,1,1070,1,0,6,1070,0,47.4716,-122.078,1360,320000
2014-10-21,3,2,1390,1,0,7,1390,0,47.3581,-122.173,1720,206600
2015-04-16,4,1.75,2500,1,0,7,1250,1250,47.7713,-122.307,2040,387000
2014-06-04,1,0.75,560,1,0,4,560,0,47.675,-121.854,1300,299000
2014-09-22,4,2.75,2270,2,0,9,2270,0,47.5603,-122.222,2610,855000
2015-01-26,3,1,1900,1,0,7,1300,600,47.4147,-122.337,1940,315000
2014-12-03,2,1,990,1,2,7,790,200,47.68,-122.353,1930,437500
2015-03-24,4,1.5,1550,1,0,7,1050,500,47.3117,-122.27,1640,252000
2014-06-04,4,1.75,2200,1,0,7,1100,1100,47.543,-122.28,1600,375000
2014-08-06,4,2.5,1910,2,0,7,1910,0,47.3607,-122.034,2010,3e+05
2014-10-06,4,1,1750,1.5,0,7,1750,0,47.5759,-122.137,1750,420000
2014-05-05,3,1,1330,1,0,7,1330,0,47.6891,-122.159,1340,9e+05
2014-08-05,3,2.5,2440,2,2,9,1980,460,47.565,-122.381,1520,679900
2014-06-05,3,2.5,1640,2,0,7,1640,0,47.6359,-121.974,1580,463000
2014-08-28,5,2.5,2760,2,0,9,2760,0,47.4769,-122.141,2470,380000
2014-12-10,4,2.5,1820,2,0,7,1820,0,47.3845,-122.029,1820,329500
2014-08-19,3,2.5,2110,1,0,8,1340,770,47.6743,-122.184,2040,604950
2014-09-17,5,2.5,3040,1,2,8,1640,1400,47.5651,-122.164,2920,795000
2015-01-30,3,2,1840,2,0,7,1840,0,47.4853,-121.709,1380,465000
2015-03-26,4,2.5,2990,2,0,9,2990,0,47.4508,-122.359,2140,673000
2014-10-01,4,2.5,3520,2,0,10,3520,0,47.6375,-122.016,3400,810000
2015-04-23,4,2.75,2440,1,0,8,1910,530,47.5944,-122.042,2770,785000
2014-11-20,4,3,2090,1,0,7,1370,720,47.4888,-122.182,1810,338000
2014-12-04,3,2.25,1430,2,0,7,1430,0,47.5112,-122.19,1430,280000
2014-10-01,4,2.25,2180,1,0,7,1100,1080,47.7711,-122.341,1810,315000
2015-03-24,4,2.25,2180,1,0,7,1100,1080,47.7711,-122.341,1810,530000
2014-12-23,5,3,3450,2,0,9,3450,0,47.2813,-122.345,2860,380000
2014-08-11,3,2.25,1450,2,0,7,1450,0,47.5038,-122.189,1650,297000
2014-05-20,4,2.5,3230,2,0,10,3230,0,47.5823,-121.97,3480,730000
2014-06-09,3,1.75,1640,1,0,7,1110,530,47.7164,-122.304,1770,450000
2014-10-27,3,3,1590,1,0,7,1060,530,47.3624,-122.045,1680,275000
2015-04-29,4,2,2020,2,0,7,2020,0,47.6831,-122.329,1910,595000
2015-04-21,3,1.5,1300,1.5,0,7,1300,0,47.592,-122.307,1590,435000
2014-09-16,2,1.5,1380,1,0,6,1380,0,47.7461,-122.195,3130,270000
2014-08-05,3,3,4040,2,0,10,3030,1010,47.7268,-122.06,3360,950000
2015-03-13,4,2.25,2130,2,0,7,2130,0,47.7237,-121.959,2300,389000
2015-01-21,4,2.25,2550,1,0,8,1580,970,47.6283,-122.095,2420,560000
2014-11-11,4,2.25,2510,2,0,8,2510,0,47.5483,-122.226,2450,799000
2014-06-25,3,2,1410,1,0,7,1410,0,47.7591,-122.146,1410,365500
2014-05-15,3,2,1650,1,0,7,1160,490,47.4612,-122.169,1710,252350
2014-09-05,4,2.5,2120,2,0,8,2120,0,47.4987,-122.365,1880,403950
2014-08-01,4,1.5,2040,1,0,7,1380,660,47.772,-122.358,1610,385000
2014-12-10,4,1,1550,1.5,0,7,1550,0,47.5287,-122.35,1450,345000
2014-09-17,3,2.75,1980,2,0,9,1980,0,47.6109,-122.114,1950,490000
2014-06-18,3,2.5,1600,2,0,8,1600,0,47.7736,-121.901,1790,330000
2014-05-12,4,2.75,3300,2,0,8,3300,0,47.6294,-122.218,3180,927000
2014-07-28,4,2.5,3840,2,1,10,3840,0,47.5634,-122.213,3600,1118000
2015-04-30,2,1,1220,1,0,7,1220,0,47.7405,-122.241,2000,330000
2015-03-09,5,2.25,2720,1,0,7,1500,1220,47.5976,-122.118,2110,530000
2014-06-23,4,2,1940,1,0,8,1940,0,47.5722,-122.129,2000,365000
2014-06-19,3,2.5,2160,1.5,0,7,1260,900,47.5644,-122.289,1060,378750
2014-06-19,4,1.75,1530,1.5,0,7,1530,0,47.4556,-122.157,1390,269900
2015-03-06,3,3.5,1710,2,0,8,1290,420,47.6055,-122.305,1630,557000
2014-08-25,4,1.75,3730,1,0,7,2150,1580,47.1775,-122.022,1880,360000
2015-04-22,2,1,940,1,0,7,940,0,47.6879,-122.385,1560,352000
2015-02-24,3,2.5,1750,2,0,8,1750,0,47.4807,-121.779,2430,437000
2014-06-18,4,2.5,1820,2,0,7,1820,0,47.3845,-122.032,1820,322500
2014-09-12,3,3.25,1510,2,0,9,1330,180,47.5815,-122.402,1510,650000
2014-08-06,3,2,1290,3,0,8,1290,0,47.6609,-122.344,1290,450000
2015-04-17,3,2,1570,1,0,7,1570,0,47.3163,-122.188,1570,278500
2015-04-27,4,2.5,1930,2,0,8,1930,0,47.4309,-122.191,2090,364950
2014-09-11,4,3.5,2840,1,4,10,2840,0,47.401,-122.026,3180,840000
2015-03-18,3,2.5,1550,2,0,7,1550,0,47.404,-122.191,1550,268000
2014-07-16,2,1,833,1,0,5,833,0,47.3889,-122.482,1380,517534
2014-11-04,3,2.5,2990,2,0,8,2990,0,47.7718,-122.095,2990,632925
2014-07-23,3,2.5,2000,2,0,9,2000,0,47.7067,-122.2,2450,577500
2015-02-12,4,1.5,2390,1.5,2,7,2390,0,47.504,-122.227,2850,339000
2014-09-09,3,1.75,2910,1,0,7,1530,1380,47.7015,-122.164,2520,570000
2014-06-26,4,1.75,2085,1,0,7,1610,475,47.5753,-121.95,2690,563500
2015-01-05,4,2.25,2200,1,0,7,1290,910,47.7448,-122.333,1910,423000
2014-12-23,3,2.25,1860,2,0,8,1860,0,47.7318,-121.982,2320,355000
2014-12-03,2,1,950,1,0,7,950,0,47.6885,-122.337,1320,482000
2014-07-30,3,1.75,1600,1,0,7,1600,0,47.5724,-122.179,1580,625000
2014-12-19,3,2.5,2250,2,0,8,2250,0,47.5272,-122.169,2360,538000
2015-01-07,3,2.5,2280,2,0,8,2280,0,47.4334,-122.161,2310,380000
2014-07-17,2,1,940,1,0,7,940,0,47.6073,-122.308,1300,375000
2015-04-03,3,2.5,1530,1,0,7,1030,500,47.3592,-122.046,1850,245000
2014-11-14,5,1.75,2190,1,0,7,2190,0,47.4546,-122.337,1620,310000
2014-05-06,4,2,1440,1,0,7,1200,240,47.7245,-122.2,1460,397000
2015-05-12,3,2.5,2200,2,0,8,2200,0,47.4362,-122.178,2310,365000
2014-10-28,4,3,2290,2,0,9,2290,0,47.3739,-122.156,2290,328500
2014-09-08,4,3,4040,2,0,11,4040,0,47.7205,-122.127,3930,988000
2014-07-22,4,2.5,2610,1.5,0,8,1920,690,47.6636,-122.33,1810,1e+06
2014-09-03,3,2.5,1490,2,0,7,1490,0,47.4324,-122.197,1490,237000
2014-09-19,4,2.5,2450,2,0,8,2450,0,47.7734,-122.224,2300,525000
2014-09-16,4,2.5,1710,1,0,9,1440,270,47.559,-122.164,2140,749000
2014-08-21,5,2.5,4870,2,0,10,3470,1400,47.633,-122.041,3180,722500
2015-03-12,3,2.5,3130,2,0,10,3130,0,47.6954,-122.103,2860,843000
2014-07-08,2,2,1270,3,0,8,1270,0,47.6776,-122.318,1610,438000
2014-09-16,3,1.75,2120,1,2,8,1540,580,47.504,-122.382,2460,578000
2014-09-23,3,1.5,1670,1,0,7,1670,0,47.2613,-122.255,2077,227950
2014-07-22,3,2.25,2070,2,0,7,2070,0,47.3417,-122.271,1890,196000
2014-07-15,2,1,1420,1,0,8,1070,350,47.6694,-122.275,2400,641000
2015-04-22,3,1.5,1250,1,0,6,1250,0,47.4056,-121.955,1930,350000
2014-08-19,3,1,940,1,0,7,940,0,47.3838,-122.289,1150,205000
2014-12-02,3,1.75,1920,1,0,7,1920,0,47.7487,-122.082,1920,4e+05
2014-11-10,3,2.5,3545,1,0,10,2610,935,47.5534,-122.078,3630,1030000
2015-03-19,3,2,1260,1,0,7,1260,0,47.7355,-122.18,1510,505000
2014-10-09,5,2.5,2340,1,0,7,1300,1040,47.7206,-122.211,1930,475000
2014-11-05,3,2.25,2590,1,0,8,1440,1150,47.7691,-122.262,2580,520000
2014-12-31,3,1.75,1220,1,0,7,1220,0,47.7736,-122.214,1630,333500
2015-02-22,3,1,1400,1,0,6,1400,0,47.362,-122.029,1230,232000
2015-04-21,3,2.75,2360,1,0,8,1710,650,47.5698,-122.121,2120,691100
2014-10-14,3,1.75,1870,1,0,8,1870,0,47.5505,-122.221,1900,811000
2014-05-20,3,2.5,2830,2,0,9,2830,0,47.7605,-122.234,2500,551000
2015-01-08,3,2.5,2260,2,0,8,2260,0,47.7356,-122.157,2350,496500
2014-11-26,3,3,1970,2,3,9,1770,200,47.3844,-122.438,2280,705000
2014-06-12,4,2.5,3140,1,2,9,1770,1370,47.4904,-122.226,2460,578000
2015-01-28,3,1.75,1240,1,0,7,1240,0,47.3663,-122.089,1490,255000
2014-06-26,4,3.5,3450,2,0,10,3450,0,47.5637,-122.123,3220,1050000
2015-03-05,3,2.25,2570,2,0,8,2570,0,47.3759,-122.125,2400,348000
2014-11-04,3,2,1510,2,0,7,1510,0,47.3912,-122.167,1570,230000
2014-12-09,4,2.25,2390,2,0,9,2390,0,47.3305,-122.371,2480,359500
2014-11-12,3,1,980,1,0,6,980,0,47.7617,-122.357,1220,330000
2014-05-23,1,0.75,430,1,0,4,430,0,47.6499,-121.909,1200,80000
2014-12-01,3,1.75,1480,1,0,7,1480,0,47.7311,-122.353,1480,465000
2014-10-15,4,2.5,1850,2,0,8,1850,0,47.3701,-122.107,2100,325000
2015-01-07,3,2,2270,1,0,7,1920,350,47.4857,-122.318,1770,340500
2015-01-06,3,2.5,1810,2,0,8,1810,0,47.3724,-122.042,1810,342500
2014-06-23,2,2,1610,2,0,6,1610,0,47.4855,-122.266,1310,290900
2015-02-13,3,4.25,3840,2,0,10,3840,0,47.6336,-122.064,3230,868700
2014-08-11,4,2.75,3390,2,0,9,3390,0,47.5906,-122.062,3390,859900
2014-08-08,4,2.25,1890,2,0,7,1890,0,47.5461,-121.998,1580,520000
2014-07-11,3,2.5,1610,2,2,9,1080,530,47.5674,-122.29,1610,460000
2014-09-01,3,1.5,1050,1,0,7,850,200,47.6943,-122.29,1770,438924
2015-04-06,2,1,630,1,0,5,630,0,47.5486,-122.38,1420,315000
2014-07-18,4,2.75,2910,1,2,8,1780,1130,47.6658,-122.188,2920,590000
2014-11-04,4,1.75,1700,1,0,7,850,850,47.5772,-122.153,1620,378500
2014-06-03,3,2.5,1950,2,0,9,1950,0,47.3875,-122.161,2350,328500
2015-03-25,3,3,2990,2,0,8,2990,0,47.6344,-122.174,2230,849950
2014-10-27,3,1.5,1350,1,2,7,900,450,47.5275,-122.391,1730,525000
2015-04-28,4,2.5,2160,1,0,8,1460,700,47.3078,-122.378,2060,295000
2014-07-11,6,3.5,4860,2,0,11,3860,1000,47.5521,-122.137,3600,1067000
2014-07-21,2,2,890,1,0,6,890,0,47.5158,-122.264,1860,207950
2014-12-16,4,2.75,2810,2,0,9,2810,0,47.5985,-121.977,2820,699900
2014-11-20,4,1.5,1580,1,0,7,960,620,47.6734,-122.154,1560,452000
2015-02-05,3,2,1680,1,1,7,1680,0,47.4734,-122.186,1680,370000
2015-01-27,3,1.75,1300,1,0,7,1300,0,47.3811,-122.087,1300,232000
2014-10-30,5,2.5,2820,2,0,7,2380,440,47.7081,-122.215,1910,669950
2014-06-14,3,2,1510,1,0,7,1070,440,47.7193,-122.216,1660,397500
2014-05-12,2,2.5,1230,2,0,8,870,360,47.6192,-122.301,1240,490000
2015-01-28,4,2,2110,2,0,9,1710,400,47.5836,-122.387,1440,725000
2014-09-17,3,2.75,3080,1,2,7,1610,1470,47.3841,-122.284,2424,299000
2014-08-18,2,1.5,1490,1.5,0,7,1190,300,47.5872,-122.39,1590,625000
2014-11-06,3,2.5,2120,2,0,7,2120,0,47.5322,-121.88,2530,437500
2015-05-10,4,2.5,3180,2,0,9,3180,0,47.5416,-121.864,3030,650000
2014-05-19,2,1,1490,1,0,7,860,630,47.6799,-122.381,1460,475000
2014-05-02,3,2,1930,1,0,8,1930,0,47.3672,-122.151,2200,342000
2015-02-10,3,1.5,1670,1,0,7,1670,0,47.4404,-122.191,1930,280000
2014-05-21,2,1.75,1330,1,0,7,1330,0,47.4467,-122.281,1450,240000
2014-05-27,3,1,1210,1.5,0,7,1210,0,47.6729,-122.363,1640,529000
2015-02-02,3,1,1190,1,0,7,1030,160,47.5346,-122.385,1690,442000
2014-05-08,2,1,1540,1,0,7,820,720,47.6454,-122.373,1420,615000
2015-05-05,4,1.75,2430,1,0,8,1580,850,47.7206,-122.11,1980,585000
2015-03-05,4,2.5,2600,2,0,8,2600,0,47.4877,-122.139,2830,480000
2014-07-21,5,3.5,4410,2,0,9,4410,0,47.6554,-122.018,2900,1095000
2014-11-05,4,1,1330,1.5,0,7,1330,0,47.7343,-122.347,1220,290000
2014-08-20,3,1.75,1900,1,0,7,950,950,47.5789,-122.393,1770,615000
2015-03-11,2,1,1100,1,0,7,1100,0,47.7439,-122.339,1460,3e+05
2014-10-29,3,1,1980,1.5,0,6,1580,400,47.3818,-122.225,1860,308000
2015-05-07,3,2.5,2400,2,0,9,2400,0,47.6734,-122.173,2080,750000
2014-08-05,4,3.25,3180,2,0,10,3180,0,47.4711,-122.084,2200,890000
2015-03-25,3,1,1190,1,0,6,1190,0,47.452,-122.177,1190,288000
2014-09-06,2,1,630,1,0,6,630,0,47.4973,-122.221,1470,190000
2015-03-26,5,3,2530,1,0,8,1520,1010,47.7546,-122.341,2290,515000
2014-11-05,4,1.5,1690,1,0,5,1690,0,47.4667,-122.215,1690,235000
2014-08-18,2,1,940,1,0,6,940,0,47.5186,-122.374,940,275000
2014-11-21,2,2,1240,1,0,7,1240,0,47.6221,-122.193,1380,727500
2014-06-20,4,2.5,3040,2,0,7,3040,0,47.683,-122.039,2740,650000
2014-11-05,4,1,1590,1.5,0,6,1590,0,47.7315,-122.305,1320,365000
2014-10-08,3,1.75,2500,1,0,9,2500,0,47.6917,-122.084,2590,662000
2015-04-29,3,2.5,1780,1,0,7,1320,460,47.3608,-122.056,1680,270500
2015-05-05,2,1.5,1360,2,0,7,1360,0,47.2852,-122.19,1360,2e+05
2015-02-24,4,3.25,4740,2,0,10,4740,0,47.5931,-122.071,3340,970000
2014-06-24,3,1.5,1010,1,0,7,1010,0,47.4097,-122.316,1400,160000
2015-02-18,3,1,1040,1,0,6,1040,0,47.3105,-122.021,1580,204000
2015-02-18,3,2.25,1610,2,0,7,1610,0,47.4296,-122.161,1780,358000
2015-05-01,4,1.75,1570,1,0,7,1570,0,47.7373,-122.197,1870,452000
2014-12-04,2,2,1510,1,0,7,1010,500,47.6582,-122.345,1920,595000
2015-04-10,3,2,1360,1,0,7,1360,0,47.3577,-122.16,1360,249000
2015-03-10,4,2.5,1970,2,0,8,1970,0,47.449,-122.205,2230,346900
2014-10-30,4,2.5,1560,2,0,7,1560,0,47.5025,-122.186,1560,280000
2014-10-13,4,1.75,2320,1,0,8,2270,50,47.3644,-122.28,2120,318888
2014-09-11,3,2.25,2120,1,0,8,2120,0,47.5896,-122.009,2480,530000
2014-11-21,3,2.25,2120,2,0,8,2120,0,47.3914,-122.169,2120,375000
2015-04-22,4,2.5,3350,2,0,11,3350,0,47.7197,-122.131,3920,910000
2014-05-23,4,2.5,2380,2,0,10,2380,0,47.5623,-122.116,2560,782000
2015-03-19,2,2,1070,2,0,9,720,350,47.5213,-122.357,1070,259950
2014-09-23,4,2.75,2300,1,0,7,1560,740,47.4518,-122.16,1870,315000
2014-05-28,2,1,1320,1,0,6,1320,0,47.4949,-122.3,1190,215000
2014-07-23,3,1.75,2180,1,2,7,1140,1040,47.5885,-122.248,2180,705000
2015-05-08,3,1.75,1790,2,0,7,1790,0,47.749,-122.305,1520,451000
2014-09-02,2,1,750,1,0,6,750,0,47.4727,-122.198,1340,261000
2014-11-17,3,1.5,1300,1,0,7,1300,0,47.7403,-122.256,1570,396000
2014-07-22,4,2.5,2990,2,3,9,2990,0,47.5146,-122.117,3715,725000
2014-07-15,4,1,1400,1.5,0,7,1400,0,47.4339,-122.291,1310,238000
2015-04-27,6,1.75,2750,2,0,8,2750,0,47.6368,-122.097,2040,750000
2014-10-27,4,2.5,2050,2,0,7,2050,0,47.3628,-122.075,2050,331500
2014-10-28,4,3,2230,1,0,7,1410,820,47.52,-121.845,1960,460000
2014-07-07,4,2.25,2340,1,0,8,2340,0,47.2953,-122.083,2340,404950
2014-12-17,3,2.5,2870,2,0,9,2870,0,47.6935,-122.352,1630,880000
2014-06-13,4,2.5,4120,2,0,10,4120,0,47.6239,-122.023,3180,863000
2014-12-16,3,1.75,2080,1,0,7,1370,710,47.5846,-122.168,1870,638700
2014-07-28,3,2.5,1840,2,0,7,1840,0,47.6969,-122.026,1600,435000
2014-12-31,3,1,1180,1.5,0,6,1180,0,47.505,-122.259,1490,260000
2014-08-14,5,2.75,2160,1.5,0,7,1530,630,47.667,-122.289,2040,671500
2014-10-22,3,1,1180,1.5,0,8,1180,0,47.6376,-122.353,1440,610000
2014-12-18,2,0.75,1160,1,0,6,870,290,47.6929,-121.87,1870,405000
2014-07-18,4,2.5,1830,2,0,7,1830,0,47.3572,-122.015,1830,338900
2015-01-23,4,4,3200,2,0,10,3200,0,47.5816,-121.97,3480,720000
2015-04-24,5,3,2560,1.5,0,7,1760,800,47.5502,-122.311,1080,442000
2014-06-03,5,2.75,2550,1.5,0,8,2550,0,47.6136,-122.299,1590,650000
2015-01-02,3,1.75,1330,1,0,7,1040,290,47.4478,-122.161,1330,263500
2014-12-17,2,1,1220,1,0,7,1220,0,47.4219,-122.007,2010,3e+05
2014-12-09,3,2.5,1805,2,0,7,1805,0,47.3521,-122.212,2095,266000
2014-12-11,4,4,6050,2.5,2,9,4150,1900,47.7466,-122.029,2700,930000
2015-01-27,4,2.5,2320,2,0,8,2320,0,47.7727,-122.229,2450,530000
2014-12-11,3,1,1384,1,0,6,1384,0,47.3062,-122.371,1000,180000
2014-05-16,3,2.5,2720,2,0,9,2720,0,47.5422,-121.86,3180,619000
2014-08-21,3,1.5,1820,1,0,7,1820,0,47.3366,-122.306,1380,264000
2014-07-01,2,2.25,2130,1.5,4,7,1530,600,47.573,-122.409,2130,730000
2014-10-22,4,2.25,2060,2,0,7,2060,0,47.7258,-122.177,2060,439000
2014-11-17,4,1.75,1420,1,0,7,1080,340,47.4025,-122.176,1500,268500
2014-07-15,3,1.75,1510,1,0,7,1510,0,47.476,-121.755,1470,330000
2014-08-19,3,2.5,2160,1.5,0,8,1960,200,47.6045,-122.307,2160,640000
2014-07-08,3,2.5,3180,2,0,11,3180,0,47.6366,-122.058,3030,9e+05
2014-09-30,3,2.25,2110,2,0,8,2110,0,47.3725,-122.06,2470,370000
2015-03-14,3,2,2060,1.5,0,8,1330,730,47.5897,-122.292,1910,685000
2014-09-04,3,1.5,1830,1,0,7,1010,820,47.6277,-121.972,2450,505000
2014-10-21,3,1.75,1820,1,0,7,1820,0,47.1803,-121.974,2050,265000
2015-03-24,3,2.5,1610,2,0,8,1610,0,47.4489,-122.188,1610,290000
2014-09-02,4,2.5,1780,2,0,7,1780,0,47.3665,-122.017,2020,296000
2015-02-13,4,2.5,1840,2,0,7,1840,0,47.4964,-122.251,1830,360000
2014-06-04,3,1.75,1460,1,0,7,990,470,47.492,-122.317,1220,240500
2014-07-22,2,2.5,1400,2,0,8,1400,0,47.5496,-122.373,1540,372500
2014-10-02,3,2.5,3370,2,2,9,3370,0,47.5008,-121.776,3330,595000
2014-10-17,4,3,3590,2,0,9,3590,0,47.2846,-122.341,2860,515000
2014-10-09,2,1.75,1670,1,0,8,1670,0,47.7123,-122.027,2170,507000
2015-02-04,4,2,2420,1,0,9,2420,0,47.3131,-122.115,2560,399950
2014-08-20,3,1.75,1430,2,0,7,1430,0,47.3122,-121.996,1560,185000
2014-08-25,3,1.75,1440,1,0,7,1440,0,47.6947,-122.125,1440,460000
2015-02-24,3,2.25,1450,2,0,7,1450,0,47.5665,-122.018,1560,435500
2015-04-08,4,2.75,3550,1,0,8,2100,1450,47.425,-122.283,2050,469000
2014-05-05,2,3,1270,2,0,8,1110,160,47.6634,-122.34,1290,531000
2015-02-06,2,1,940,1,0,7,940,0,47.7047,-122.373,1150,443500
2014-11-26,3,2,1670,1,0,7,1300,370,47.3666,-122.084,1660,223000
2015-04-17,4,3.5,3100,2,0,8,2400,700,47.7466,-122.242,2200,590000
2014-12-09,2,2.5,1100,3,0,7,1100,0,47.6972,-122.35,1200,340000
2014-11-05,3,2,1870,1,0,8,1230,640,47.6372,-122.395,1780,650000
2014-09-25,3,2.5,1930,2,0,8,1930,0,47.5694,-122.001,2190,533600
2014-06-10,3,2.75,2540,2,0,9,2540,0,47.6214,-122.024,2600,695000
2014-06-17,3,1.75,1280,1.5,0,7,1280,0,47.3961,-122.188,1500,242000
2015-01-14,3,2.25,1820,1,0,7,1280,540,47.7162,-122.309,1810,425000
2015-05-06,3,2.25,1490,2,0,7,1490,0,47.6844,-122.113,1290,525000
2014-09-22,3,2.5,1880,2,0,8,1880,0,47.5737,-122.018,2040,485000
2015-01-13,3,1,1250,1,0,7,1250,0,47.4474,-121.771,1390,175000
2014-06-19,3,2,1440,1,0,8,1440,0,47.3128,-122.184,1700,210000
2015-04-15,3,2.5,1920,2,0,7,1920,0,47.4022,-122.171,1930,260000
2014-06-23,3,2.5,2060,1,0,7,1330,730,47.5671,-122.391,1920,577000
2014-10-21,3,1.5,1210,1,0,7,1210,0,47.2876,-122.212,1408,2e+05
2015-02-25,2,1.75,1760,1,0,7,940,820,47.682,-122.372,1530,605000
2014-05-21,3,1,990,1,0,6,990,0,47.7125,-122.331,1440,325000
2014-08-14,3,1,960,1,0,6,820,140,47.496,-122.239,1200,289500
2014-08-08,3,2.5,1660,3,0,9,1660,0,47.5876,-122.309,1660,559950
2015-04-06,3,1.75,1900,1,1,8,1330,570,47.6821,-122.273,2760,1042500
2014-10-09,3,2.25,1270,1,0,7,990,280,47.6581,-122.396,1920,543500
2014-05-22,4,2.25,3250,2,0,9,3250,0,47.3496,-122.094,3110,480000
2014-05-23,3,1,960,1,0,6,960,0,47.1951,-122.001,1080,218000
2014-06-22,2,1.75,1330,1,0,7,960,370,47.6539,-122.396,1620,565000
2014-12-12,3,1.75,2080,1,0,7,1600,480,47.5375,-122.178,1680,426700
2014-09-12,3,2.5,2690,1,3,8,2130,560,47.7605,-122.267,2390,650000
2014-09-24,2,1,890,1,0,7,770,120,47.6663,-122.326,1760,542000
2014-06-24,3,1.75,1070,1,0,7,1070,0,47.6978,-122.13,1200,415000
2014-08-15,3,1,1200,1,0,6,1200,0,47.3221,-122.215,1200,214000
2015-01-21,3,1.5,1360,2,0,7,1360,0,47.4488,-122.275,1220,245000
2014-07-01,3,2,2050,1,0,8,2050,0,47.2681,-122.31,2180,314500
2015-04-09,3,1.5,3000,2,0,9,2000,1000,47.5821,-122.39,1820,1120000
2015-03-03,2,2,1300,1,0,7,800,500,47.5395,-122.39,950,378000
2014-07-28,4,2.5,2250,1,0,7,1340,910,47.336,-122.269,1540,305000
2015-03-20,5,2.75,3740,1,0,8,1980,1760,47.7679,-122.261,2620,595000
2015-05-12,3,2.5,1660,3,1,9,1530,130,47.5818,-122.402,1510,729500
2014-09-30,3,2.5,2360,2,0,7,2360,0,47.5317,-121.853,2360,430000
2015-04-09,3,1.75,1760,1,0,7,1150,610,47.3647,-122.05,1760,240000
2015-03-20,3,1.75,1680,1.5,0,7,1680,0,47.5338,-122.384,1680,545000
2014-07-07,3,1.75,1320,1,0,7,870,450,47.6681,-122.305,1580,530000
2014-11-18,1,1,870,1,0,6,870,0,47.4152,-122.3,1250,157000
2015-04-07,4,1,1260,1.5,0,6,1260,0,47.5044,-122.35,1170,425000
2014-11-17,3,1,1000,1,0,6,1000,0,47.4793,-122.346,1300,220000
2014-11-24,4,1.75,2020,1,0,8,1550,470,47.7627,-122.076,2520,521000
2014-05-23,3,1,1920,1,2,7,1120,800,47.5193,-122.274,2000,325000
2015-04-03,3,2,2150,1.5,0,7,1380,770,47.555,-122.379,1940,597500
2014-07-23,3,2.5,1470,2,0,7,1470,0,47.526,-121.826,1490,337000
2015-04-22,3,2.5,3180,2,2,10,3180,0,47.655,-122.124,3000,1e+06
2014-05-07,3,1,990,1,0,6,990,0,47.6718,-122.267,1250,495000
2015-01-02,4,3.5,2770,2,0,8,1970,800,47.6327,-122.109,2180,748000
2014-09-02,3,1.5,1250,1,0,7,1250,0,47.6245,-122.198,1750,888000
2015-03-24,3,1.75,1140,1,0,7,1140,0,47.4761,-121.758,1150,269900
2014-11-13,4,2.5,2250,1,0,7,1550,700,47.5221,-122.045,2090,496500
2015-01-21,3,2.5,1640,2,0,7,1640,0,47.7522,-122.278,1880,475000
2014-05-27,3,1.5,1255,3,0,7,1255,0,47.7145,-122.311,1307,312000
2014-11-24,3,1,1290,1,0,7,1290,0,47.7404,-122.11,1390,323000
2014-11-24,3,1.75,1300,1,0,7,1300,0,47.4834,-122.159,1890,331000
2014-05-14,3,1.5,1220,3,0,8,1220,0,47.7049,-122.353,1220,306000
2014-09-30,4,2.5,2630,3,0,8,2630,0,47.6915,-122.381,1640,655000
2014-07-09,3,1.5,1950,1,0,8,1950,0,47.336,-122.319,1940,290000
2014-06-16,3,1.75,1550,1,0,7,860,690,47.6759,-122.286,1880,460000
2014-09-12,4,2.5,1700,1,0,7,850,850,47.6988,-122.319,1380,435000
2015-03-16,4,2.75,2510,1,0,8,1630,880,47.5427,-122.181,2390,664000
2014-07-29,4,1.75,1800,2,3,8,1800,0,47.6462,-122.318,2180,865000
2014-08-13,3,1.75,1800,1,0,8,1200,600,47.4406,-122.146,1800,385000
2014-07-18,3,2.25,1870,1,0,7,1350,520,47.705,-122.202,2230,497000
2014-06-23,2,1,1010,1,0,7,1010,0,47.4965,-121.785,1150,280000
2015-01-27,2,1.5,1120,1,0,6,1120,0,47.5024,-122.271,1690,188000
2014-09-30,3,1,2090,1,2,8,1200,890,47.5304,-122.387,1850,478500
2014-08-15,3,2,1440,1,0,7,970,470,47.291,-122.368,1440,222000
2014-05-28,4,3,2580,2,0,8,2580,0,47.6932,-122.006,3440,799000
2014-06-09,4,2.5,3190,2,0,10,3190,0,47.3558,-122.004,3250,609900
2014-10-16,4,3.5,2380,2,0,7,1750,630,47.5536,-122.359,1620,413000
2014-10-13,4,1,1420,1.5,0,7,1420,0,47.6942,-122.321,1110,4e+05
2015-01-05,5,2.75,2990,2,0,9,2990,0,47.5462,-122.182,2870,802541
2014-05-19,3,2.5,2680,2,0,8,2680,0,47.2918,-122.346,2430,320000
2015-03-11,4,2.5,2730,2,0,7,2730,0,47.5441,-121.882,2730,507000
2014-09-24,3,1,1220,1,0,6,1220,0,47.6982,-122.298,1490,387500
